id,Temperature,Date
1333,9,"1984-08-25 00:00:00"
1334,7.3,"1984-08-26 00:00:00"
1335,6.3,"1984-08-27 00:00:00"
1336,7.9,"1984-08-28 00:00:00"
1337,5.2,"1984-08-29 00:00:00"
1338,9,"1984-08-30 00:00:00"
1339,11.3,"1984-08-31 00:00:00"
1340,9.2,"1984-09-01 00:00:00"
1341,11.3,"1984-09-02 00:00:00"
1342,7,"1984-09-03 00:00:00"
1343,8,"1984-09-04 00:00:00"
1344,4.6,"1984-09-05 00:00:00"
1345,8.5,"1984-09-06 00:00:00"
1346,9.5,"1984-09-07 00:00:00"
1347,9.4,"1984-09-08 00:00:00"
1348,10.5,"1984-09-09 00:00:00"
1349,9.7,"1984-09-10 00:00:00"
1350,4.9,"1984-09-11 00:00:00"
1351,8,"1984-09-12 00:00:00"
1352,5.8,"1984-09-13 00:00:00"
1353,5.5,"1984-09-14 00:00:00"
1354,10.9,"1984-09-15 00:00:00"
1355,11.7,"1984-09-16 00:00:00"
1356,9.2,"1984-09-17 00:00:00"
1357,8.9,"1984-09-18 00:00:00"
1358,11.3,"1984-09-19 00:00:00"
1359,8.6,"1984-09-20 00:00:00"
1360,6.2,"1984-09-21 00:00:00"
1361,6.6,"1984-09-22 00:00:00"
1362,9.1,"1984-09-23 00:00:00"
1363,6.1,"1984-09-24 00:00:00"
1364,7.5,"1984-09-25 00:00:00"
1365,10.7,"1984-09-26 00:00:00"
1366,6.3,"1984-09-27 00:00:00"
1367,5.5,"1984-09-28 00:00:00"
1368,6.7,"1984-09-29 00:00:00"
1369,4.2,"1984-09-30 00:00:00"
1370,11.3,"1984-10-01 00:00:00"
1371,16.3,"1984-10-02 00:00:00"
1372,10.5,"1984-10-03 00:00:00"
1373,10.3,"1984-10-04 00:00:00"
1374,7.9,"1984-10-05 00:00:00"
1375,7.7,"1984-10-06 00:00:00"
1376,16,"1984-10-07 00:00:00"
1377,14.6,"1984-10-08 00:00:00"
1378,12.5,"1984-10-09 00:00:00"
1379,8.1,"1984-10-10 00:00:00"
1380,12.2,"1984-10-11 00:00:00"
1381,17.2,"1984-10-12 00:00:00"
1382,9.4,"1984-10-13 00:00:00"
1383,8.7,"1984-10-14 00:00:00"
1384,5.9,"1984-10-15 00:00:00"
1385,4.8,"1984-10-16 00:00:00"
1386,7.4,"1984-10-17 00:00:00"
1387,9.4,"1984-10-18 00:00:00"
1388,9.7,"1984-10-19 00:00:00"
1389,9.9,"1984-10-20 00:00:00"
1390,6.5,"1984-10-21 00:00:00"
1391,9.8,"1984-10-22 00:00:00"
1392,18.2,"1984-10-23 00:00:00"
1393,11.3,"1984-10-24 00:00:00"
1394,9.1,"1984-10-25 00:00:00"
1395,9.6,"1984-10-26 00:00:00"
1396,13.5,"1984-10-27 00:00:00"
1397,10.7,"1984-10-28 00:00:00"
1398,10,"1984-10-29 00:00:00"
1399,8.5,"1984-10-30 00:00:00"
1400,12.6,"1984-10-31 00:00:00"
1401,16.6,"1984-11-01 00:00:00"
1402,11.6,"1984-11-02 00:00:00"
1403,12.2,"1984-11-03 00:00:00"
1404,11.2,"1984-11-04 00:00:00"
1405,9.2,"1984-11-05 00:00:00"
1406,9.9,"1984-11-06 00:00:00"
1407,11.9,"1984-11-07 00:00:00"
1408,15.6,"1984-11-08 00:00:00"
1409,19,"1984-11-09 00:00:00"
1410,12.8,"1984-11-10 00:00:00"
1411,12.2,"1984-11-11 00:00:00"
1412,12,"1984-11-12 00:00:00"
1413,11.1,"1984-11-13 00:00:00"
1414,11.8,"1984-11-14 00:00:00"
1415,7.6,"1984-11-15 00:00:00"
1416,13,"1984-11-16 00:00:00"
1417,12.7,"1984-11-17 00:00:00"
1418,16,"1984-11-18 00:00:00"
1419,14.8,"1984-11-19 00:00:00"
1420,14.2,"1984-11-20 00:00:00"
1421,10,"1984-11-21 00:00:00"
1422,8.8,"1984-11-22 00:00:00"
1423,11.6,"1984-11-23 00:00:00"
1424,8.6,"1984-11-24 00:00:00"
1425,14.6,"1984-11-25 00:00:00"
1426,24.3,"1984-11-26 00:00:00"
1427,11.6,"1984-11-27 00:00:00"
1428,10.8,"1984-11-28 00:00:00"
1429,12,"1984-11-29 00:00:00"
1430,11,"1984-11-30 00:00:00"
1431,12.6,"1984-12-01 00:00:00"
1432,10.8,"1984-12-02 00:00:00"
1433,9.1,"1984-12-03 00:00:00"
1434,11,"1984-12-04 00:00:00"
1435,13,"1984-12-05 00:00:00"
1436,12.8,"1984-12-06 00:00:00"
1437,9.9,"1984-12-07 00:00:00"
1438,11.6,"1984-12-08 00:00:00"
1439,10.5,"1984-12-09 00:00:00"
1440,15.9,"1984-12-10 00:00:00"
1441,12.2,"1984-12-11 00:00:00"
1442,13,"1984-12-12 00:00:00"
1443,12.5,"1984-12-13 00:00:00"
1444,12.5,"1984-12-14 00:00:00"
1445,11.4,"1984-12-15 00:00:00"
1446,12.1,"1984-12-16 00:00:00"
1447,16.8,"1984-12-17 00:00:00"
1448,12.1,"1984-12-18 00:00:00"
1449,11.3,"1984-12-19 00:00:00"
1450,10.4,"1984-12-20 00:00:00"
1451,14.2,"1984-12-21 00:00:00"
1452,11.4,"1984-12-22 00:00:00"
1453,13.7,"1984-12-23 00:00:00"
1454,16.5,"1984-12-24 00:00:00"
1455,12.8,"1984-12-25 00:00:00"
1456,12.2,"1984-12-26 00:00:00"
1457,12,"1984-12-27 00:00:00"
1458,12.6,"1984-12-28 00:00:00"
1459,16,"1984-12-29 00:00:00"
1460,16.4,"1984-12-30 00:00:00"
1461,13.3,"1985-01-01 00:00:00"
1462,15.2,"1985-01-02 00:00:00"
1463,13.1,"1985-01-03 00:00:00"
1464,12.7,"1985-01-04 00:00:00"
1465,14.6,"1985-01-05 00:00:00"
1466,11,"1985-01-06 00:00:00"
1467,13.2,"1985-01-07 00:00:00"
1468,12.2,"1985-01-08 00:00:00"
1469,14.4,"1985-01-09 00:00:00"
1470,13.7,"1985-01-10 00:00:00"
1471,14.5,"1985-01-11 00:00:00"
1472,14.1,"1985-01-12 00:00:00"
1473,14.4,"1985-01-13 00:00:00"
1474,19.7,"1985-01-14 00:00:00"
1475,16.5,"1985-01-15 00:00:00"
1476,15.9,"1985-01-16 00:00:00"
1477,11.8,"1985-01-17 00:00:00"
1478,12,"1985-01-18 00:00:00"
1479,11.4,"1985-01-19 00:00:00"
1480,14.4,"1985-01-20 00:00:00"
1481,12.4,"1985-01-21 00:00:00"
1482,15.1,"1985-01-22 00:00:00"
1483,15.6,"1985-01-23 00:00:00"
1484,15.2,"1985-01-24 00:00:00"
1485,12.8,"1985-01-25 00:00:00"
1486,13.3,"1985-01-26 00:00:00"
1487,17.5,"1985-01-27 00:00:00"
1488,15.4,"1985-01-28 00:00:00"
1489,13.5,"1985-01-29 00:00:00"
1490,16.7,"1985-01-30 00:00:00"
1491,15.2,"1985-01-31 00:00:00"
1492,14.9,"1985-02-01 00:00:00"
1493,10.2,"1985-02-02 00:00:00"
1494,13.6,"1985-02-03 00:00:00"
1495,19,"1985-02-04 00:00:00"
1496,15.7,"1985-02-05 00:00:00"
1497,18,"1985-02-06 00:00:00"
1498,14.8,"1985-02-07 00:00:00"
1499,13.9,"1985-02-08 00:00:00"
1500,13,"1985-02-09 00:00:00"
1501,15.3,"1985-02-10 00:00:00"
1502,14.3,"1985-02-11 00:00:00"
1503,15.6,"1985-02-12 00:00:00"
1504,16,"1985-02-13 00:00:00"
1505,14.9,"1985-02-14 00:00:00"
1506,11.1,"1985-02-15 00:00:00"
1507,14.8,"1985-02-16 00:00:00"
1508,13,"1985-02-17 00:00:00"
1509,12.2,"1985-02-18 00:00:00"
1510,10.9,"1985-02-19 00:00:00"
1511,14.6,"1985-02-20 00:00:00"
1512,16.6,"1985-02-21 00:00:00"
1513,18.1,"1985-02-22 00:00:00"
1514,13.4,"1985-02-23 00:00:00"
1515,10.3,"1985-02-24 00:00:00"
1516,13.6,"1985-02-25 00:00:00"
1517,13.8,"1985-02-26 00:00:00"
1518,10.3,"1985-02-27 00:00:00"
1519,11,"1985-02-28 00:00:00"
1520,14.3,"1985-03-01 00:00:00"
1521,15.5,"1985-03-02 00:00:00"
1522,14.7,"1985-03-03 00:00:00"
1523,12.7,"1985-03-04 00:00:00"
1524,10.7,"1985-03-05 00:00:00"
1525,12.6,"1985-03-06 00:00:00"
1526,9.8,"1985-03-07 00:00:00"
1527,13.2,"1985-03-08 00:00:00"
1528,15.2,"1985-03-09 00:00:00"
1529,16.6,"1985-03-10 00:00:00"
1530,21,"1985-03-11 00:00:00"
1531,22.4,"1985-03-12 00:00:00"
1532,17,"1985-03-13 00:00:00"
1533,21.7,"1985-03-14 00:00:00"
1534,21.4,"1985-03-15 00:00:00"
1535,18.6,"1985-03-16 00:00:00"
1536,16.2,"1985-03-17 00:00:00"
1537,16.8,"1985-03-18 00:00:00"
1538,17,"1985-03-19 00:00:00"
1539,18.4,"1985-03-20 00:00:00"
1540,17.2,"1985-03-21 00:00:00"
1541,18.4,"1985-03-22 00:00:00"
1542,18.8,"1985-03-23 00:00:00"
1543,16.5,"1985-03-24 00:00:00"
1544,13.3,"1985-03-25 00:00:00"
1545,12.2,"1985-03-26 00:00:00"
1546,11.3,"1985-03-27 00:00:00"
1547,13.8,"1985-03-28 00:00:00"
1548,16.6,"1985-03-29 00:00:00"
1549,14,"1985-03-30 00:00:00"
1550,14.3,"1985-03-31 00:00:00"
1551,16.4,"1985-04-01 00:00:00"
1552,11.9,"1985-04-02 00:00:00"
1553,15.7,"1985-04-03 00:00:00"
1554,17.6,"1985-04-04 00:00:00"
1555,17.5,"1985-04-05 00:00:00"
1556,15.9,"1985-04-06 00:00:00"
1557,16.2,"1985-04-07 00:00:00"
1558,16,"1985-04-08 00:00:00"
1559,15.9,"1985-04-09 00:00:00"
1560,16.2,"1985-04-10 00:00:00"
1561,16.2,"1985-04-11 00:00:00"
1562,19.5,"1985-04-12 00:00:00"
1563,18.2,"1985-04-13 00:00:00"
1564,21.8,"1985-04-14 00:00:00"
1565,15.1,"1985-04-15 00:00:00"
1566,11,"1985-04-16 00:00:00"
1567,8.1,"1985-04-17 00:00:00"
1568,9.5,"1985-04-18 00:00:00"
1569,9.3,"1985-04-19 00:00:00"
1570,10.6,"1985-04-20 00:00:00"
1571,6.3,"1985-04-21 00:00:00"
1572,8.6,"1985-04-22 00:00:00"
1573,6.8,"1985-04-23 00:00:00"
1574,8.7,"1985-04-24 00:00:00"
1575,8.4,"1985-04-25 00:00:00"
1576,9.3,"1985-04-26 00:00:00"
1577,10,"1985-04-27 00:00:00"
1578,10.5,"1985-04-28 00:00:00"
1579,12,"1985-04-29 00:00:00"
1580,10.1,"1985-04-30 00:00:00"
1581,9.4,"1985-05-01 00:00:00"
1582,10.1,"1985-05-02 00:00:00"
1583,8,"1985-05-03 00:00:00"
1584,10.6,"1985-05-04 00:00:00"
1585,13.6,"1985-05-05 00:00:00"
1586,15.4,"1985-05-06 00:00:00"
1587,9,"1985-05-07 00:00:00"
1588,10.4,"1985-05-08 00:00:00"
1589,11,"1985-05-09 00:00:00"
1590,12.1,"1985-05-10 00:00:00"
1591,13.4,"1985-05-11 00:00:00"
1592,11.3,"1985-05-12 00:00:00"
1593,6.7,"1985-05-13 00:00:00"
1594,9.8,"1985-05-14 00:00:00"
1595,10.8,"1985-05-15 00:00:00"
1596,7.8,"1985-05-16 00:00:00"
1597,4.5,"1985-05-17 00:00:00"
1598,7.6,"1985-05-18 00:00:00"
1599,6.9,"1985-05-19 00:00:00"
1600,7.5,"1985-05-20 00:00:00"
1601,8.5,"1985-05-21 00:00:00"
1602,5.5,"1985-05-22 00:00:00"
1603,9.5,"1985-05-23 00:00:00"
1604,7.3,"1985-05-24 00:00:00"
1605,5.4,"1985-05-25 00:00:00"
1606,5.5,"1985-05-26 00:00:00"
1607,8.1,"1985-05-27 00:00:00"
1608,11.2,"1985-05-28 00:00:00"
1609,13.4,"1985-05-29 00:00:00"
1610,11.6,"1985-05-30 00:00:00"
1611,10.1,"1985-05-31 00:00:00"
1612,4.3,"1985-06-01 00:00:00"
1613,5.5,"1985-06-02 00:00:00"
1614,4.4,"1985-06-03 00:00:00"
1615,5.9,"1985-06-04 00:00:00"
1616,5.7,"1985-06-05 00:00:00"
1617,8.2,"1985-06-06 00:00:00"
1618,8.2,"1985-06-07 00:00:00"
1619,4.2,"1985-06-08 00:00:00"
1620,6.5,"1985-06-09 00:00:00"
1621,10,"1985-06-10 00:00:00"
1622,8.8,"1985-06-11 00:00:00"
1623,6.6,"1985-06-12 00:00:00"
1624,7.8,"1985-06-13 00:00:00"
1625,10.1,"1985-06-14 00:00:00"
1626,7.1,"1985-06-15 00:00:00"
1627,7.7,"1985-06-16 00:00:00"
1628,8.5,"1985-06-17 00:00:00"
1629,7.3,"1985-06-18 00:00:00"
1630,6.9,"1985-06-19 00:00:00"
1631,8.4,"1985-06-20 00:00:00"
1632,7.1,"1985-06-21 00:00:00"
1633,6.3,"1985-06-22 00:00:00"
1634,0.6,"1985-06-23 00:00:00"
1635,1.6,"1985-06-24 00:00:00"
1636,7,"1985-06-25 00:00:00"
1637,8.3,"1985-06-26 00:00:00"
1638,8,"1985-06-27 00:00:00"
1639,10.2,"1985-06-28 00:00:00"
1640,10.6,"1985-06-29 00:00:00"
1641,10.4,"1985-06-30 00:00:00"
1642,11.6,"1985-07-01 00:00:00"
1643,11,"1985-07-02 00:00:00"
1644,10.7,"1985-07-03 00:00:00"
1645,7.3,"1985-07-04 00:00:00"
1646,4.2,"1985-07-05 00:00:00"
1647,4.7,"1985-07-06 00:00:00"
1648,5.6,"1985-07-07 00:00:00"
1649,7.7,"1985-07-08 00:00:00"
1650,7.5,"1985-07-09 00:00:00"
1651,4.9,"1985-07-10 00:00:00"
1652,5.9,"1985-07-11 00:00:00"
1653,7.8,"1985-07-12 00:00:00"
1654,5.8,"1985-07-13 00:00:00"
1655,7,"1985-07-14 00:00:00"
1656,8.4,"1985-07-15 00:00:00"
1657,6.2,"1985-07-16 00:00:00"
1658,7.5,"1985-07-17 00:00:00"
1659,4.8,"1985-07-18 00:00:00"
1660,3.3,"1985-07-19 00:00:00"
1661,3.2,"1985-07-20 00:00:00"
1662,7,"1985-07-21 00:00:00"
1663,8.4,"1985-07-22 00:00:00"
1664,0.3,"1985-07-23 00:00:00"
1665,0.3,"1985-07-24 00:00:00"
1666,2.1,"1985-07-25 00:00:00"
1667,8.5,"1985-07-26 00:00:00"
1668,1.4,"1985-07-27 00:00:00"
1669,4.1,"1985-07-28 00:00:00"
1670,10.3,"1985-07-29 00:00:00"
1671,6.6,"1985-07-30 00:00:00"
1672,6.1,"1985-07-31 00:00:00"
1673,7,"1985-08-01 00:00:00"
1674,5.1,"1985-08-02 00:00:00"
1675,6.3,"1985-08-03 00:00:00"
1676,6.9,"1985-08-04 00:00:00"
1677,11.4,"1985-08-05 00:00:00"
1678,10.4,"1985-08-06 00:00:00"
1679,10.3,"1985-08-07 00:00:00"
1680,9.2,"1985-08-08 00:00:00"
1681,7.2,"1985-08-09 00:00:00"
1682,7.5,"1985-08-10 00:00:00"
1683,4,"1985-08-11 00:00:00"
1684,5.6,"1985-08-12 00:00:00"
1685,6.7,"1985-08-13 00:00:00"
1686,8.4,"1985-08-14 00:00:00"
1687,11,"1985-08-15 00:00:00"
1688,8.4,"1985-08-16 00:00:00"
1689,8.8,"1985-08-17 00:00:00"
1690,8.6,"1985-08-18 00:00:00"
1691,8.3,"1985-08-19 00:00:00"
1692,4,"1985-08-20 00:00:00"
1693,3.6,"1985-08-21 00:00:00"
1694,5.7,"1985-08-22 00:00:00"
1695,10.6,"1985-08-23 00:00:00"
1696,6.9,"1985-08-24 00:00:00"
1697,10,"1985-08-25 00:00:00"
1698,9.8,"1985-08-26 00:00:00"
1699,7.2,"1985-08-27 00:00:00"
1700,10.5,"1985-08-28 00:00:00"
1701,3.6,"1985-08-29 00:00:00"
1702,5.3,"1985-08-30 00:00:00"
1703,8.4,"1985-08-31 00:00:00"
1704,10.3,"1985-09-01 00:00:00"
1705,7.9,"1985-09-02 00:00:00"
1706,8.5,"1985-09-03 00:00:00"
1707,7.9,"1985-09-04 00:00:00"
1708,8,"1985-09-05 00:00:00"
1709,9.8,"1985-09-06 00:00:00"
1710,6.7,"1985-09-07 00:00:00"
1711,4.8,"1985-09-08 00:00:00"
1712,9.9,"1985-09-09 00:00:00"
1713,12.8,"1985-09-10 00:00:00"
1714,10.9,"1985-09-11 00:00:00"
1715,11.7,"1985-09-12 00:00:00"
1716,11.7,"1985-09-13 00:00:00"
1717,11,"1985-09-14 00:00:00"
1718,8.2,"1985-09-15 00:00:00"
1719,7.5,"1985-09-16 00:00:00"
1720,5.4,"1985-09-17 00:00:00"
1721,7.2,"1985-09-18 00:00:00"
1722,9.7,"1985-09-19 00:00:00"
1723,8.4,"1985-09-20 00:00:00"
1724,9,"1985-09-21 00:00:00"
1725,8.7,"1985-09-22 00:00:00"
1726,6.6,"1985-09-23 00:00:00"
1727,11.6,"1985-09-24 00:00:00"
1728,13.1,"1985-09-25 00:00:00"
1729,6.7,"1985-09-26 00:00:00"
1730,6.5,"1985-09-27 00:00:00"
1731,7.7,"1985-09-28 00:00:00"
1732,8.7,"1985-09-29 00:00:00"
1733,7.2,"1985-09-30 00:00:00"
1734,10.5,"1985-10-01 00:00:00"
1735,8.6,"1985-10-02 00:00:00"
1736,7.2,"1985-10-03 00:00:00"
1737,11.4,"1985-10-04 00:00:00"
1738,16.2,"1985-10-05 00:00:00"
1739,6.1,"1985-10-06 00:00:00"
1740,9.6,"1985-10-07 00:00:00"
1741,11.1,"1985-10-08 00:00:00"
1742,13.6,"1985-10-09 00:00:00"
1743,10.7,"1985-10-10 00:00:00"
1744,14.7,"1985-10-11 00:00:00"
1745,11.6,"1985-10-12 00:00:00"
1746,7.3,"1985-10-13 00:00:00"
1747,8,"1985-10-14 00:00:00"
1748,9.6,"1985-10-15 00:00:00"
1749,16,"1985-10-16 00:00:00"
1750,15.1,"1985-10-17 00:00:00"
1751,12.8,"1985-10-18 00:00:00"
1752,6.2,"1985-10-19 00:00:00"
1753,7.1,"1985-10-20 00:00:00"
1754,8.4,"1985-10-21 00:00:00"
1755,10,"1985-10-22 00:00:00"
1756,12.7,"1985-10-23 00:00:00"
1757,10,"1985-10-24 00:00:00"
1758,10.2,"1985-10-25 00:00:00"
1759,6.5,"1985-10-26 00:00:00"
1760,9.2,"1985-10-27 00:00:00"
1761,11.9,"1985-10-28 00:00:00"
1762,14.7,"1985-10-29 00:00:00"
1763,11.4,"1985-10-30 00:00:00"
1764,6.8,"1985-10-31 00:00:00"
1765,7.4,"1985-11-01 00:00:00"
1766,11.2,"1985-11-02 00:00:00"
1767,9.2,"1985-11-03 00:00:00"
1768,12.6,"1985-11-04 00:00:00"
1769,16,"1985-11-05 00:00:00"
1770,17.1,"1985-11-06 00:00:00"
1771,15.3,"1985-11-07 00:00:00"
1772,13.3,"1985-11-08 00:00:00"
1773,15.4,"1985-11-09 00:00:00"
1774,13.2,"1985-11-10 00:00:00"
1775,14.4,"1985-11-11 00:00:00"
1776,14,"1985-11-12 00:00:00"
1777,15.5,"1985-11-13 00:00:00"
1778,21,"1985-11-14 00:00:00"
1779,10,"1985-11-15 00:00:00"
1780,9.6,"1985-11-16 00:00:00"
1781,12,"1985-11-17 00:00:00"
1782,12.2,"1985-11-18 00:00:00"
1783,11.3,"1985-11-19 00:00:00"
1784,13.2,"1985-11-20 00:00:00"
1785,10.5,"1985-11-21 00:00:00"
1786,10.1,"1985-11-22 00:00:00"
1787,8.8,"1985-11-23 00:00:00"
1788,13.7,"1985-11-24 00:00:00"
1789,16.2,"1985-11-25 00:00:00"
1790,16,"1985-11-26 00:00:00"
1791,14,"1985-11-27 00:00:00"
1792,13.7,"1985-11-28 00:00:00"
1793,12.5,"1985-11-29 00:00:00"
1794,12.8,"1985-11-30 00:00:00"
1795,12.3,"1985-12-01 00:00:00"
1796,15.2,"1985-12-02 00:00:00"
1797,15,"1985-12-03 00:00:00"
1798,16.4,"1985-12-04 00:00:00"
1799,16.1,"1985-12-05 00:00:00"
1800,14.6,"1985-12-06 00:00:00"
1801,18.2,"1985-12-07 00:00:00"
1802,16.4,"1985-12-08 00:00:00"
1803,16.6,"1985-12-09 00:00:00"
1804,14.7,"1985-12-10 00:00:00"
1805,15.8,"1985-12-11 00:00:00"
1806,14.1,"1985-12-12 00:00:00"
1807,13.5,"1985-12-13 00:00:00"
1808,13.6,"1985-12-14 00:00:00"
1809,13.7,"1985-12-15 00:00:00"
1810,13.6,"1985-12-16 00:00:00"
1811,12.1,"1985-12-17 00:00:00"
1812,12.7,"1985-12-18 00:00:00"
1813,13.3,"1985-12-19 00:00:00"
1814,14.2,"1985-12-20 00:00:00"
1815,15,"1985-12-21 00:00:00"
1816,13.7,"1985-12-22 00:00:00"
1817,12,"1985-12-23 00:00:00"
1818,13.1,"1985-12-24 00:00:00"
1819,13.2,"1985-12-25 00:00:00"
1820,13.3,"1985-12-26 00:00:00"
1821,11.5,"1985-12-27 00:00:00"
1822,10.8,"1985-12-28 00:00:00"
1823,12,"1985-12-29 00:00:00"
1824,16.3,"1985-12-30 00:00:00"
1825,14.4,"1985-12-31 00:00:00"
1826,12.9,"1986-01-01 00:00:00"
1827,13.8,"1986-01-02 00:00:00"
1828,10.6,"1986-01-03 00:00:00"
1829,12.6,"1986-01-04 00:00:00"
1830,13.7,"1986-01-05 00:00:00"
1831,12.6,"1986-01-06 00:00:00"
1832,13.1,"1986-01-07 00:00:00"
1833,15.4,"1986-01-08 00:00:00"
1834,11.9,"1986-01-09 00:00:00"
1835,13.8,"1986-01-10 00:00:00"
1836,14.4,"1986-01-11 00:00:00"
1837,15.2,"1986-01-12 00:00:00"
1838,12.5,"1986-01-13 00:00:00"
1839,12.2,"1986-01-14 00:00:00"
1840,16.1,"1986-01-15 00:00:00"
1841,14.6,"1986-01-16 00:00:00"
1842,11.6,"1986-01-17 00:00:00"
1843,13.1,"1986-01-18 00:00:00"
1844,12.8,"1986-01-19 00:00:00"
1845,15.2,"1986-01-20 00:00:00"
1846,13.8,"1986-01-21 00:00:00"
1847,15,"1986-01-22 00:00:00"
1848,13.5,"1986-01-23 00:00:00"
1849,11.8,"1986-01-24 00:00:00"
1850,15.3,"1986-01-25 00:00:00"
1851,13.5,"1986-01-26 00:00:00"
1852,15.3,"1986-01-27 00:00:00"
1853,13.8,"1986-01-28 00:00:00"
1854,15.8,"1986-01-29 00:00:00"
1855,17.4,"1986-01-30 00:00:00"
1856,15.3,"1986-01-31 00:00:00"
1857,14.6,"1986-02-01 00:00:00"
1858,14.8,"1986-02-02 00:00:00"
1859,10.7,"1986-02-03 00:00:00"
1860,11.6,"1986-02-04 00:00:00"
1861,13.6,"1986-02-05 00:00:00"
1862,14.4,"1986-02-06 00:00:00"
1863,11.8,"1986-02-07 00:00:00"
1864,15.8,"1986-02-08 00:00:00"
1865,16,"1986-02-09 00:00:00"
1866,11.8,"1986-02-10 00:00:00"
1867,14.5,"1986-02-11 00:00:00"
1868,10.7,"1986-02-12 00:00:00"
1869,14.2,"1986-02-13 00:00:00"
1870,19.5,"1986-02-14 00:00:00"
1871,21.4,"1986-02-15 00:00:00"
1872,17.9,"1986-02-16 00:00:00"
1873,17.4,"1986-02-17 00:00:00"
1874,12.7,"1986-02-18 00:00:00"
1875,13.8,"1986-02-19 00:00:00"
1876,14,"1986-02-20 00:00:00"
1877,15,"1986-02-21 00:00:00"
1878,14.5,"1986-02-22 00:00:00"
1879,13.1,"1986-02-23 00:00:00"
1880,11.4,"1986-02-24 00:00:00"
1881,12.5,"1986-02-25 00:00:00"
1882,12,"1986-02-26 00:00:00"
1883,13.4,"1986-02-27 00:00:00"
1884,14.4,"1986-02-28 00:00:00"
1885,17.7,"1986-03-01 00:00:00"
1886,13.9,"1986-03-02 00:00:00"
1887,13.3,"1986-03-03 00:00:00"
1888,14.6,"1986-03-04 00:00:00"
1889,16.4,"1986-03-05 00:00:00"
1890,16.8,"1986-03-06 00:00:00"
1891,20,"1986-03-07 00:00:00"
1892,12.5,"1986-03-08 00:00:00"
1893,12.7,"1986-03-09 00:00:00"
1894,11.7,"1986-03-10 00:00:00"
1895,12.7,"1986-03-11 00:00:00"
1896,8.6,"1986-03-12 00:00:00"
1897,11.9,"1986-03-13 00:00:00"
1898,16,"1986-03-14 00:00:00"
1899,15.2,"1986-03-15 00:00:00"
1900,13.4,"1986-03-16 00:00:00"
1901,11.6,"1986-03-17 00:00:00"
1902,11.1,"1986-03-18 00:00:00"
1903,15.6,"1986-03-19 00:00:00"
1904,17,"1986-03-20 00:00:00"
1905,18.5,"1986-03-21 00:00:00"
1906,17.4,"1986-03-22 00:00:00"
1907,16.5,"1986-03-23 00:00:00"
1908,16.2,"1986-03-24 00:00:00"
1909,16.1,"1986-03-25 00:00:00"
1910,13.2,"1986-03-26 00:00:00"
1911,18,"1986-03-27 00:00:00"
1912,12.8,"1986-03-28 00:00:00"
1913,11.7,"1986-03-29 00:00:00"
1914,16.7,"1986-03-30 00:00:00"
1915,15.6,"1986-03-31 00:00:00"
1916,10.2,"1986-04-01 00:00:00"
1917,10.3,"1986-04-02 00:00:00"
1918,15,"1986-04-03 00:00:00"
1919,18,"1986-04-04 00:00:00"
1920,13.8,"1986-04-05 00:00:00"
1921,10.5,"1986-04-06 00:00:00"
1922,11.8,"1986-04-07 00:00:00"
1923,7.2,"1986-04-08 00:00:00"
1924,11.6,"1986-04-09 00:00:00"
1925,7.4,"1986-04-10 00:00:00"
1926,14.2,"1986-04-11 00:00:00"
1927,12.2,"1986-04-12 00:00:00"
1928,9,"1986-04-13 00:00:00"
1929,12.3,"1986-04-14 00:00:00"
1930,19.7,"1986-04-15 00:00:00"
1931,12.8,"1986-04-16 00:00:00"
1932,12.4,"1986-04-17 00:00:00"
1933,12,"1986-04-18 00:00:00"
1934,12,"1986-04-19 00:00:00"
1935,11.1,"1986-04-20 00:00:00"
1936,12.7,"1986-04-21 00:00:00"
1937,14.2,"1986-04-22 00:00:00"
1938,11.6,"1986-04-23 00:00:00"
1939,12,"1986-04-24 00:00:00"
1940,11.5,"1986-04-25 00:00:00"
1941,8.3,"1986-04-26 00:00:00"
1942,10.5,"1986-04-27 00:00:00"
1943,9,"1986-04-28 00:00:00"
1944,6.9,"1986-04-29 00:00:00"
1945,9.4,"1986-04-30 00:00:00"
1946,11.1,"1986-05-01 00:00:00"
1947,9.1,"1986-05-02 00:00:00"
1948,7.7,"1986-05-03 00:00:00"
1949,10,"1986-05-04 00:00:00"
1950,10.4,"1986-05-05 00:00:00"
1951,8,"1986-05-06 00:00:00"
1952,9.8,"1986-05-07 00:00:00"
1953,12.4,"1986-05-08 00:00:00"
1954,12.9,"1986-05-09 00:00:00"
1955,12.3,"1986-05-10 00:00:00"
1956,6.9,"1986-05-11 00:00:00"
1957,10.5,"1986-05-12 00:00:00"
1958,11,"1986-05-13 00:00:00"
1959,9.7,"1986-05-14 00:00:00"
1960,11.1,"1986-05-15 00:00:00"
1961,11.5,"1986-05-16 00:00:00"
1962,13.4,"1986-05-17 00:00:00"
1963,10.9,"1986-05-18 00:00:00"
1964,12,"1986-05-19 00:00:00"
1965,12.1,"1986-05-20 00:00:00"
1966,10.4,"1986-05-21 00:00:00"
1967,10,"1986-05-22 00:00:00"
1968,9.6,"1986-05-23 00:00:00"
1969,11.3,"1986-05-24 00:00:00"
1970,8.5,"1986-05-25 00:00:00"
1971,6.3,"1986-05-26 00:00:00"
1972,8.2,"1986-05-27 00:00:00"
1973,10.7,"1986-05-28 00:00:00"
1974,10.3,"1986-05-29 00:00:00"
1975,9.5,"1986-05-30 00:00:00"
